0.867161160	0.232758621	0.718266254	0.600000000	0.753086420	0.389175258	0.246062992	0.318181818	0.262569832	0.315384615	0.444444444	0.322500000	0.375000000	3
0.868509777	0.515517241	0.743034056	0.666666667	0.641975309	0.335051546	0.240157480	0.363636364	0.231843575	0.415384615	0.432748538	0.355000000	0.315476190	3
0.863789616	0.398275862	0.743034056	0.800000000	0.604938272	0.296391753	0.214566929	0.409090909	0.231843575	0.438461538	0.385964912	0.340000000	0.333333333	3
0.856372218	0.612068966	0.730650155	0.716666667	0.654320988	0.438144330	0.236220472	0.257575758	0.234636872	0.384615385	0.456140351	0.322500000	0.357142857	3
0.843560351	0.213793103	0.696594427	0.583333333	0.524691358	0.515463918	0.114173228	0.909090909	0.349162011	0.419230769	0.438596491	0.377500000	0.386904762	3
0.849629130	0.424137931	0.681114551	0.616666667	0.580246914	0.417525773	0.129921260	0.954545455	0.262569832	0.546153846	0.426900585	0.395000000	0.413690476	3
0.826028321	0.813793103	0.786377709	0.700000000	0.549382716	0.355670103	0.092519685	0.803030303	0.223463687	0.296153846	0.438596491	0.317500000	0.428571429	3
0.844908968	0.950000000	0.817337461	0.833333333	0.592592593	0.461340206	0.118110236	0.954545455	0.307262570	0.384615385	0.479532164	0.422500000	0.306547619	3
0.909642616	0.618965517	0.678018576	0.650000000	0.543209877	0.417525773	0.094488189	0.878787879	0.245810056	0.438461538	0.473684211	0.455000000	0.345238095	3
0.865812542	0.510344828	0.808049536	0.800000000	0.623456790	0.597938144	0.118110236	0.803030303	0.226256983	0.378461538	0.520467836	0.537500000	0.351190476	3
0.871881322	0.484482759	0.835913313	0.700000000	0.592592593	0.396907216	0.098425197	0.803030303	0.209497207	0.353846154	0.450292398	0.577500000	0.357142857	3
0.900876601	0.441379310	0.727554180	0.666666667	0.549382716	0.360824742	0.098425197	0.560606061	0.178770950	0.430769231	0.409356725	0.617500000	0.464285714	3
0.911665543	0.546551724	0.842105263	0.783333333	0.598765432	0.399484536	0.102362205	0.757575758	0.153631285	0.334615385	0.520467836	0.515000000	0.309523810	3
0.918408631	0.853448276	0.727554180	0.666666667	0.567901235	0.515463918	0.157480315	0.712121212	0.284916201	0.338461538	0.532163743	0.512500000	0.327380952	3
